,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1,bleurt
best_summary-3.json,0.24999588792257418,0.09778548241867735,0.17490656045566566,0.17490656045566566,0.537899437890603,0.6773760029902824,0.589522926394756,0.4579382659151004
best_summary-0.json,0.27211684375386386,0.10402423540943805,0.1951467564547616,0.1951467564547616,0.5806770686673935,0.6682556322936354,0.6116240884380779,0.46035425553376647
best_summary-2.json,0.2514452560874036,0.09972432294991984,0.1779393278108249,0.1779393278108249,0.5284195911425811,0.669734420799292,0.5810041760022824,0.47339005570572157
best_summary-4.json,0.25779717983227696,0.10229605897041384,0.18115985094883422,0.18115985094883422,0.5415857774706987,0.6706883699848102,0.590664263528127,0.4675216323767717
best_summary-1.json,0.2699099956968868,0.1101330540320532,0.18875951674940694,0.18875951674940694,0.5401191027118609,0.6753636175623307,0.5902363178248589,0.4640660478231999
